file_path,composer,full_name,birth_year,death_year,era,composition_year,form,key,instrumentation,tempo_marking,duration_seconds,total_notes,source,quality_flag,quality_note
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,Alexander Scriabin,Alexander Scriabin,0,0,Other,2011,,,solo_piano,,476.806414219,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,Alexander Scriabin,Alexander Scriabin,0,0,Other,2014,,,solo_piano,,486.857152031,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_06_WAV.midi,Alexander Scriabin,Alexander Scriabin,0,0,Other,2009,,,solo_piano,,138.421335938,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.midi,Alexander Scriabin,Alexander Scriabin,0,0,Other,2008,,,solo_piano,,463.605305625,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.midi,Alexander Scriabin,Alexander Scriabin,0,0,Other,2013,,,solo_piano,,440.110403906,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,Alexander Scriabin,Alexander Scriabin,0,0,Other,2006,,,solo_piano,,476.652835312,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.midi,Alexander Scriabin,Alexander Scriabin,0,0,Other,2006,,,solo_piano,,426.268270313,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,Alexander Scriabin,Alexander Scriabin,0,0,Other,2009,,,solo_piano,,520.139704219,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,Alexander Scriabin,Alexander Scriabin,0,0,Other,2018,,,solo_piano,,520.215825937,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,Alexander Scriabin,Alexander Scriabin,0,0,Other,2014,,,solo_piano,,365.655350156,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,Alexander Scriabin,Alexander Scriabin,0,0,Other,2014,,,solo_piano,,319.910203594,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,Antonio Soler,Antonio Soler,0,0,Other,2009,,,solo_piano,,232.765525781,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,Charles Gounod / Franz Liszt,Charles Gounod / Franz Liszt,0,0,Other,2006,,,solo_piano,,557.392605,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--4.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2008,,,solo_piano,,242.752161094,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2008,,,solo_piano,,166.49556,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--3.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2008,,,solo_piano,,193.30108875,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--4.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2008,,,solo_piano,,212.295460781,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2015,,,solo_piano,,482.755208333,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_02_WAV.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2009,,,solo_piano,,274.671199688,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_04_WAV.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2009,,,solo_piano,,270.703522031,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_03_WAV.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2009,,,solo_piano,,90.9961696875,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2008,,,solo_piano,,79.3348565625,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2004,,,solo_piano,,134.376478304,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_02_Track02_wav.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2006,,,solo_piano,,242.578550156,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--4.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2008,,,solo_piano,,281.579579531,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--5.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2008,,,solo_piano,,219.9784125,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_05_Track05_wav.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2011,,,solo_piano,,207.262079062,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_10_Track10_wav.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2011,,,solo_piano,,329.560300781,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2014,,,solo_piano,,363.915234375,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--4.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2013,,,solo_piano,,298.988750156,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--3.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2013,,,solo_piano,,350.077107188,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--4.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2017,,,solo_piano,,346.025013871,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--4.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2018,,,solo_piano,,349.685814844,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--2.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2008,,,solo_piano,,176.46349875,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--3.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2008,,,solo_piano,,345.819632813,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--1.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2008,,,solo_piano,,318.511967813,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--3.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2018,,,solo_piano,,247.761504375,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--3.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2018,,,solo_piano,,297.192544688,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--5.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2014,,,solo_piano,,257.919079688,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_08_Track08_wav.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2004,,,solo_piano,,338.261822638,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_09_Track09_wav.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2004,,,solo_piano,,260.039831171,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2013,,,solo_piano,,179.321401875,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--4.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2015,,,solo_piano,,173.302083333,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--3.midi,Claude Debussy,Claude Debussy,0,0,Late Romantic,2013,,,solo_piano,,240.3202725,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--3.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2008,,,solo_piano,,121.187111719,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--2.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2008,,,solo_piano,,65.9481178125,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--1.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2008,,,solo_piano,,205.774366875,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--2.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2014,,,solo_piano,,146.682545625,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_04_WAV.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2009,,,solo_piano,,298.063270313,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_01_WAV.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2009,,,solo_piano,,95.0212725,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--3.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2018,,,solo_piano,,294.075560625,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--1.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2014,,,solo_piano,,317.398186875,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_02_WAV.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2009,,,solo_piano,,167.319544219,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--1.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2014,,,solo_piano,,241.6877925,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_03_WAV.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2009,,,solo_piano,,132.728232656,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--2.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2014,,,solo_piano,,174.2092275,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--1.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2014,,,solo_piano,,79.7421745313,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--1.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2014,,,solo_piano,,136.679884688,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_02_WAV.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2009,,,solo_piano,,136.354030313,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--2.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2014,,,solo_piano,,205.845146719,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--2.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2014,,,solo_piano,,170.509979063,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--2.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2008,,,solo_piano,,138.765886875,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--3.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2018,,,solo_piano,,140.121387656,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--1.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2014,,,solo_piano,,139.008942187,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--6.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2018,,,solo_piano,,194.772775312,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--2.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2014,,,solo_piano,,201.390022969,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--5.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2018,,,solo_piano,,214.695298125,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--1.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2014,,,solo_piano,,217.822965937,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--1.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2008,,,solo_piano,,95.9707907813,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--1.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2017,,,solo_piano,,239.784081463,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_05_WAV.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2009,,,solo_piano,,143.520155625,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--2.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2017,,,solo_piano,,96.3852114708,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_06_Track06_wav.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2004,,,solo_piano,,196.015447394,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_02_Track02_wav.midi,Domenico Scarlatti,Domenico Scarlatti,0,0,Other,2006,,,solo_piano,,373.6107375,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--1.midi,Edvard Grieg,Edvard Grieg,0,0,Other,2014,,,solo_piano,,111.434183437,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--3.midi,Edvard Grieg,Edvard Grieg,0,0,Other,2014,,,solo_piano,,183.914078906,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--2.midi,Edvard Grieg,Edvard Grieg,0,0,Other,2014,,,solo_piano,,75.8452767188,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--3.midi,Felix Mendelssohn,Felix Mendelssohn,0,0,Other,2008,,,solo_piano,,76.0442615625,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--4.midi,Felix Mendelssohn,Felix Mendelssohn,0,0,Other,2013,,,solo_piano,,362.836175625,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_15_Track15_wav.midi,Felix Mendelssohn,Felix Mendelssohn,0,0,Other,2011,,,solo_piano,,359.457439688,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_06_Track06_wav.midi,Felix Mendelssohn / Sergei Rachmaninoff,Felix Mendelssohn / Sergei Rachmaninoff,0,0,Other,2006,,,solo_piano,,267.872328281,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_05_Track05_wav.midi,Felix Mendelssohn / Sergei Rachmaninoff,Felix Mendelssohn / Sergei Rachmaninoff,0,0,Other,2011,,,solo_piano,,253.743068906,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--4.midi,Felix Mendelssohn / Sergei Rachmaninoff,Felix Mendelssohn / Sergei Rachmaninoff,0,0,Other,2008,,,solo_piano,,261.753210469,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--3.midi,Franz Liszt,Franz Liszt,0,0,Romantic,2008,,,solo_piano,,273.16212,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--4.midi,Franz Liszt,Franz Liszt,0,0,Romantic,2008,,,solo_piano,,265.471155469,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--4.midi,Franz Liszt,Franz Liszt,0,0,Romantic,2008,,,solo_piano,,269.971685156,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_03_Track03_wav.midi,Franz Liszt,Franz Liszt,0,0,Romantic,2011,,,solo_piano,,428.272808906,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--4.midi,Franz Liszt,Franz Liszt,0,0,Romantic,2013,,,solo_piano,,219.655229063,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--3.midi,Franz Liszt,Franz Liszt,0,0,Romantic,2008,,,solo_piano,,168.182257031,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--4.midi,Franz Liszt,Franz Liszt,0,0,Romantic,2013,,,solo_piano,,303.805785937,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--5.midi,Franz Liszt,Franz Liszt,0,0,Romantic,2008,,,solo_piano,,376.477988906,0,maestro,1,OK
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--3.midi,Franz Liszt,Franz Liszt,0,0,Romantic,2008,,,solo_piano,,215.734292813,0,maestro,1,OK
