filepath,composer,era,n_notes,pitch_mean,pitch_std,prime_sum_ratio,phi_density_ratio,interval_self_similarity,rw_corr_mean,rw_corr_z
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,Alexander Scriabin,Other,3143,66.2055361119949,14.003672347674213,0.09385937002863506,0.041361756283805284,0.06358842134926189,0.08449500907184715,18.063712338374028
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,Antonio Soler,Other,3557,65.9820073095305,13.539193810485907,0.09586730390778746,0.036547652516165305,0.07337742464132477,0.09619962697926662,27.106812574507067
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,Charles Gounod / Franz Liszt,Other,7996,69.95210105052526,16.281488730316756,0.08516758379189594,0.016258129064532265,0.05427466063126965,0.06946199360895543,25.791299699571947
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--4.midi,Claude Debussy,Late Romantic,3116,66.18485237483954,18.053439473949762,0.08985879332477535,0.0417201540436457,0.057510228051415195,0.069809184481,17.94799430249204
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,Claude Debussy,Late Romantic,1678,64.246126340882,14.346747768269653,0.08581644815256258,0.07747318235995232,0.06710605504136767,0.0834893856926044,11.934423665047069
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--3.midi,Claude Debussy,Late Romantic,1660,64.53012048192771,14.324582753777557,0.0963855421686747,0.0783132530120482,0.10952004291316184,0.12160265747920015,24.300166824583314
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--4.midi,Claude Debussy,Late Romantic,1109,65.80072137060415,13.012408568610594,0.09017132551848513,0.11722272317403065,0.07729652018795348,0.09257099542711965,8.910792084968511
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.midi,Claude Debussy,Late Romantic,5180,63.44208494208494,13.268969996385763,0.08146718146718147,0.025096525096525095,0.06568374468319611,0.0817472836002292,26.344549091150828
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_02_WAV.midi,Claude Debussy,Late Romantic,2002,63.82917082917083,13.210725375498553,0.0944055944055944,0.06493506493506493,0.06336075201683661,0.07837587508550521,13.724868492241912
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_04_WAV.midi,Claude Debussy,Late Romantic,3058,60.12982341399608,14.119959990927857,0.08698495748855462,0.04251144538914323,0.06264648846691123,0.07739380649763654,15.784025362131828
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_03_WAV.midi,Claude Debussy,Late Romantic,1352,64.0673076923077,10.469061032648794,0.09245562130177515,0.09615384615384616,0.08888023171782553,0.09516120045230936,13.085192532380766
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.midi,Claude Debussy,Late Romantic,1323,64.27513227513228,10.297680130173983,0.09599395313681028,0.0982615268329554,0.06134185200523426,0.07135340699313071,7.0937849650125715
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,Claude Debussy,Late Romantic,1954,70.8050153531218,11.055890181342873,0.09007164790174002,0.06653019447287616,0.08203026433730808,0.10690071290059838,13.826169972888733
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_02_Track02_wav.midi,Claude Debussy,Late Romantic,3004,67.09021304926765,17.06760420416964,0.10153129161118508,0.043275632490013316,0.06965047326653459,0.07169927404368436,12.279504788107726
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--4.midi,Claude Debussy,Late Romantic,2229,69.46747420367878,14.737403726121693,0.08748317631224764,0.05832211754149843,0.07361730007343674,0.0787128929741327,12.322925864618746
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--5.midi,Claude Debussy,Late Romantic,2919,64.0599520383693,13.094492909912852,0.09969167523124357,0.044535799931483384,0.07201103836510385,0.08521063532589285,18.520570311371785
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_05_Track05_wav.midi,Claude Debussy,Late Romantic,2814,65.77114427860697,12.003591871157512,0.10838663823738451,0.04619758351101635,0.0795435893073885,0.10419595252471978,22.942441474787614
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_10_Track10_wav.midi,Claude Debussy,Late Romantic,5159,67.69141306454739,12.932397096797992,0.08742004264392324,0.025198681915099826,0.05865925886858844,0.07569712756517297,14.905265973269884
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.midi,Claude Debussy,Late Romantic,4852,67.5032976092333,12.777238392849311,0.08491343775762572,0.02679307502061006,0.0631321267412022,0.0775669166793737,21.382422100211063
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--4.midi,Claude Debussy,Late Romantic,4820,67.75954356846474,12.816712305208846,0.0941908713692946,0.026970954356846474,0.06766969673133341,0.0865275232511045,25.135203424747885
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--3.midi,Claude Debussy,Late Romantic,4971,67.72943069804869,12.753525033586303,0.08951921142627238,0.02615167974250654,0.06142867210568566,0.07915493392336381,21.29987158568792
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--4.midi,Claude Debussy,Late Romantic,4800,67.59104166666667,12.729495070436371,0.08395833333333333,0.027083333333333334,0.06461832423092997,0.07244745672909161,24.580445898361106
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--4.midi,Claude Debussy,Late Romantic,4995,67.4022022022022,12.934662757714674,0.08288288288288288,0.026026026026026026,0.06479368043577355,0.07839452301102838,25.415259341309557
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--2.midi,Claude Debussy,Late Romantic,1728,63.438657407407405,13.937183348113297,0.09780092592592593,0.07523148148148148,0.06322960297367303,0.07843608200995794,13.441953005916709
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--3.midi,Claude Debussy,Late Romantic,3079,71.40987333549855,13.211925137900867,0.08541734329327703,0.04222150048717116,0.06314081560259471,0.07489204526219674,19.94231882085657
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--1.midi,Claude Debussy,Late Romantic,3213,65.24307500778089,18.499326275523654,0.0896358543417367,0.04046062869592281,0.05379208079185574,0.0693794805100845,15.213018165746252
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--3.midi,Claude Debussy,Late Romantic,615,61.96747967479675,12.244085985300844,0.08943089430894309,0.12032520325203253,0.09476460006590978,0.10138867933779018,9.27318545960182
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--3.midi,Claude Debussy,Late Romantic,1738,67.87456846950518,15.023967348684362,0.0805523590333717,0.07479861910241657,0.08050349764101573,0.09071733096233137,12.939432679988593
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--5.midi,Claude Debussy,Late Romantic,3184,66.51915829145729,17.43814293265679,0.09579145728643217,0.04082914572864322,0.06445362044671377,0.0745907851744228,20.382739157479225
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_08_Track08_wav.midi,Claude Debussy,Late Romantic,2015,60.743424317617865,14.157118182099763,0.09032258064516129,0.06451612903225806,0.06974405581214208,0.08617617049557347,15.941990032284885
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_09_Track09_wav.midi,Claude Debussy,Late Romantic,3112,67.2400385604113,16.83199620195038,0.08258354755784061,0.04177377892030849,0.0614176208637005,0.07373359832624148,15.17013585754524
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.midi,Claude Debussy,Late Romantic,1143,56.61329833770779,13.072684546295477,0.08136482939632546,0.1137357830271216,0.07532559085396938,0.09261485855842486,11.51471169145714
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--4.midi,Claude Debussy,Late Romantic,1736,68.07891705069125,11.115703498429994,0.10080645161290322,0.0748847926267281,0.07074363827222817,0.08548902156869712,13.581797069436071
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--3.midi,Claude Debussy,Late Romantic,1619,67.7856701667696,15.13081985280634,0.09450277949351452,0.08029647930821494,0.06385828225346625,0.08332617651574384,10.692392754572193
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--3.midi,Domenico Scarlatti,Other,1277,67.01331245105716,10.376422497356346,0.09631949882537197,0.10180109631949882,0.10836752071299573,0.12649482489223135,20.236059284010896
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--2.midi,Domenico Scarlatti,Other,917,67.42966194111233,11.737993619654553,0.09487459105779716,0.11995637949836423,0.07303411412820092,0.09461758643186077,8.661793297380218
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--1.midi,Domenico Scarlatti,Other,1249,68.20256204963971,10.139765940287377,0.09527622097678143,0.10408326661329063,0.07486693292905108,0.09500124657162727,15.049801086281894
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--2.midi,Domenico Scarlatti,Other,634,64.82965299684543,10.550883357673086,0.11041009463722397,0.12302839116719243,0.08112017309645034,0.09282716897967451,10.012755680889734
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_04_WAV.midi,Domenico Scarlatti,Other,1793,65.77523703290575,11.283509195641761,0.10206358059118795,0.07250418293363078,0.06394661202229013,0.07879479613027843,15.083369795543828
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_01_WAV.midi,Domenico Scarlatti,Other,1001,64.73426573426573,9.93733184115301,0.10989010989010989,0.12187812187812187,0.09755523722728375,0.10932972406134205,11.580237253905674
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--3.midi,Domenico Scarlatti,Other,1586,65.60403530895334,8.339022889877194,0.09583858764186633,0.08196721311475409,0.10833932850125882,0.14402039175208975,26.12839925518798
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--1.midi,Domenico Scarlatti,Other,2106,65.62535612535612,8.377983118357562,0.09069325735992402,0.06172839506172839,0.08943621827732184,0.10427533159808704,17.765766761898913
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_02_WAV.midi,Domenico Scarlatti,Other,1107,65.6594399277326,8.530121391869626,0.0975609756097561,0.11743450767841011,0.06724447239667923,0.08299029062022509,10.63950929567421
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--1.midi,Domenico Scarlatti,Other,2052,68.04093567251462,10.226207621664937,0.0813840155945419,0.06335282651072124,0.05713948274811092,0.07497692887587429,13.660672225125278
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_03_WAV.midi,Domenico Scarlatti,Other,1804,68.98059866962306,8.982068887740864,0.10033259423503325,0.07206208425720621,0.07033892304422645,0.08874159274845504,16.36494135592327
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--2.midi,Domenico Scarlatti,Other,1291,65.10766847405112,11.596696626324036,0.10147172734314484,0.10069713400464755,0.07367060666877881,0.08981894835131563,9.963559514633355
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--1.midi,Domenico Scarlatti,Other,910,65.88461538461539,10.67784419816111,0.1021978021978022,0.12087912087912088,0.08142305648508717,0.09292956171368294,8.822074319528571
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--1.midi,Domenico Scarlatti,Other,1403,69.42409123307199,9.193363751917426,0.08695652173913043,0.09265858873841767,0.068674936029553,0.08468738847786121,16.9328606439094
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_02_WAV.midi,Domenico Scarlatti,Other,2243,63.38519839500669,10.97744594506902,0.10164957646009808,0.057958091841284,0.0737880497377237,0.09049094311698219,14.15110862692724
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--2.midi,Domenico Scarlatti,Other,1932,65.20910973084887,9.051140636763328,0.09575569358178054,0.06728778467908902,0.07685278229507572,0.08891808938656773,14.00669020182468
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--2.midi,Domenico Scarlatti,Other,1674,63.51851851851852,11.877056532629904,0.08900836320191159,0.07765830346475508,0.08252845452560899,0.10057721847093024,18.66587871637886
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--2.midi,Domenico Scarlatti,Other,1818,67.2942794279428,10.827164034336528,0.10616061606160616,0.07150715071507151,0.09140518978610274,0.11731983562364773,21.68731937152568
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--3.midi,Domenico Scarlatti,Other,1786,67.03415453527435,10.743755616892733,0.09742441209406495,0.07278835386338185,0.09585423690468999,0.11817186865035895,20.23849140685052
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--1.midi,Domenico Scarlatti,Other,1678,67.59713945172825,8.82817255569035,0.08760429082240763,0.07747318235995232,0.12992446347001355,0.162443952605138,38.154003647971514
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--6.midi,Domenico Scarlatti,Other,3146,64.62523839796567,11.176858813666007,0.08359821996185633,0.04132231404958678,0.1032726100763637,0.11691030593092763,23.09682109242731
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--2.midi,Domenico Scarlatti,Other,3152,64.75634517766497,11.170245685423868,0.09105329949238579,0.041243654822335024,0.09457463653820616,0.10007584347279186,24.64320919325199
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--5.midi,Domenico Scarlatti,Other,1241,67.83319903303787,10.314493538411833,0.09186140209508462,0.10475423045930701,0.0639199529536894,0.08186840768867215,9.775644157036371
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--1.midi,Domenico Scarlatti,Other,1849,67.28555976203353,9.86192465189844,0.0989724175229854,0.07030827474310439,0.0951084274157409,0.11899447404874802,15.6016028886882
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--1.midi,Domenico Scarlatti,Other,916,67.60152838427948,9.969580252705388,0.09934497816593886,0.12008733624454149,0.08261254825494745,0.08691602083539408,9.519731022129191
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--1.midi,Domenico Scarlatti,Other,1333,67.92348087021756,10.193925903100391,0.09302325581395349,0.09752438109527382,0.08981828525090026,0.11135386377174031,19.21761758264764
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_05_WAV.midi,Domenico Scarlatti,Other,1486,67.07940780619111,8.20557822766825,0.09219380888290714,0.08748317631224764,0.07329115319281597,0.08135274131143935,9.643642812349235
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--2.midi,Domenico Scarlatti,Other,1351,65.68837897853442,11.391616105958104,0.0999259807549963,0.09622501850481126,0.129923397241552,0.15862247448413205,28.62633477861916
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_06_Track06_wav.midi,Domenico Scarlatti,Other,1895,65.14248021108179,12.320425804394395,0.10026385224274406,0.06860158311345646,0.08220151771435974,0.10724041534044164,17.41116677241249
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_02_Track02_wav.midi,Domenico Scarlatti,Other,4282,65.58173750583839,11.598409148923727,0.08804297057449789,0.03035964502568893,0.07636067068187126,0.09995102377430366,25.707388947809918
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--1.midi,Edvard Grieg,Other,689,62.59071117561684,8.457404631928313,0.10304789550072568,0.11901306240928883,0.08269237496864623,0.09932978838257372,10.94133184051676
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--3.midi,Edvard Grieg,Other,1608,64.33768656716418,12.936354828160377,0.10883084577114428,0.08084577114427861,0.08033528340850585,0.09893904540434155,14.757167966815045
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--2.midi,Edvard Grieg,Other,449,62.783964365256125,8.747642958822283,0.11804008908685969,0.12026726057906459,0.08003226195163958,0.0949923534700142,7.561719508271458
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--3.midi,Felix Mendelssohn,Other,1634,64.96450428396572,8.589507890845503,0.09975520195838433,0.0795593635250918,0.10782528631084574,0.12807814924530392,22.668843006125925
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--4.midi,Felix Mendelssohn,Other,5067,64.02368265245707,12.721215301422891,0.08861259127688968,0.025656206828498125,0.07536981481642457,0.0974848364887673,35.06667994334839
