filepath,composer,era,interval_prime_density,duration_prime_ratio,climax_position_ratio,climax_golden_distance,climax_near_golden,fibonacci_interval_ratio,fibonacci_phrase_ratio,lucas_interval_ratio,perfect_interval_ratio,triangular_interval_ratio,golden_section_ratio_score,pythagorean_duration_ratio,cumulative_prime_ratio
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,Alexander Scriabin,Other,0.33568021803315923,0.16235240690281563,0.24205267938237965,0.37598130936751517,0.0,0.38837156484215307,0.7709059233449478,0.4337951396774926,0.08130819895525777,0.31773790597320006,0.0,0.11151487622075858,0.09627611262488647
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,Alexander Scriabin,Other,0.292851842691071,0.2589020771513353,0.25049455984174085,0.36753942890815394,0.0,0.34108335394509026,0.7735665694849369,0.39945584961662134,0.08632203809052684,0.31338115260944843,0.0,0.14296314617858027,0.08803165182987141
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,Alexander Scriabin,Other,0.3475452196382429,0.418854928971158,0.9608265174343521,0.3427925286844573,0.0,0.29155900086132647,0.7366720516962844,0.297588285960379,0.05555555555555555,0.2463393626184324,0.0,0.1929371231696813,0.077916487300904
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,Alexander Scriabin,Other,0.3297262889879058,0.196945593382119,0.8049634107540566,0.18692942200416185,0.0,0.2676639083386378,0.7291139240506329,0.30012730744748567,0.06619987269255251,0.2625716104392107,0.0,0.1218968809675366,0.09385937002863506
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,Antonio Soler,Other,0.40607424071991,0.020241776778183864,0.6390216474557211,0.020987658705826306,1.0,0.344206974128234,0.7665198237885462,0.36811023622047245,0.02109111361079865,0.24015748031496062,0.0,0.06467941507311586,0.09586730390778746
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,Charles Gounod / Franz Liszt,Other,0.37348342714196375,0.05690345172586293,0.6935967983991996,0.07556280964930484,0.0,0.3468417761100688,0.7618811881188119,0.3529706066291432,0.035522201375859916,0.24165103189493434,0.0,0.06216385240775485,0.08516758379189594
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--4.midi,Claude Debussy,Late Romantic,0.5219903691813804,0.037227214377406934,0.8931322207958922,0.27509823204599737,0.0,0.5524879614767255,0.8285714285714286,0.6308186195826645,0.053611556982343496,0.27736757624398073,0.0,0.05971107544141252,0.08985879332477535
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,Claude Debussy,Late Romantic,0.4525939177101968,0.17103694874851014,0.9970202622169249,0.37898627346703007,0.0,0.3738819320214669,0.8578052550231839,0.40429338103756707,0.028622540250447227,0.26237328562909956,0.0,0.11449016100178891,0.08581644815256258
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--3.midi,Claude Debussy,Late Romantic,0.38637733574442434,0.09457831325301205,0.0746987951807229,0.5433351935691719,0.0,0.37613019891500904,0.7576470588235295,0.352622061482821,0.06630500301386377,0.29957805907172996,0.0,0.08016877637130802,0.0963855421686747
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--4.midi,Claude Debussy,Late Romantic,0.2463898916967509,0.39945897204688907,0.2218214607754734,0.3962125279744214,0.0,0.315884476534296,0.856,0.44133574007220217,0.07581227436823104,0.18231046931407943,0.0,0.14350180505415164,0.09017132551848513
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.midi,Claude Debussy,Late Romantic,0.37555512647229194,0.2608108108108108,0.9857142857142858,0.367680296964391,0.0,0.3126086117011006,0.7436472346786248,0.33848233249662096,0.03938984359915042,0.22166441397953274,0.0,0.12338289245027997,0.08146718146718147
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_02_WAV.midi,Claude Debussy,Late Romantic,0.5622188905547226,0.11238761238761238,0.4290709290709291,0.1889630596789657,0.0,0.545727136431784,0.8025134649910234,0.5092453773113443,0.030484757621189407,0.2723638180909545,0.0,0.11344327836081959,0.0944055944055944
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_04_WAV.midi,Claude Debussy,Late Romantic,0.3222113182859012,0.08600392413342053,0.5693263570961413,0.04870763165375347,1.0,0.25842329080798165,0.7551546391752577,0.2787046123650638,0.03631010794896958,0.20575727837749427,0.0,0.05135754007196598,0.08698495748855462
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_03_WAV.midi,Claude Debussy,Late Romantic,0.6247224278312361,0.005917159763313609,0.40384615384615385,0.21418783490374094,0.0,0.8253145817912657,0.821826280623608,0.8712065136935603,0.03552923760177646,0.35011102886750556,0.0,0.0614359733530718,0.09245562130177515
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.midi,Claude Debussy,Late Romantic,0.6172465960665658,0.010582010582010581,0.399848828420257,0.2181851603296378,0.0,0.7851739788199698,0.8253968253968254,0.8358547655068078,0.036308623298033284,0.3547655068078669,0.0,0.07034795763993948,0.09599395313681028
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,Claude Debussy,Late Romantic,0.2534562211981567,0.05168884339815762,0.6821903787103377,0.06415638996044293,0.0,0.5821812596006144,0.777992277992278,0.6226318484383001,0.03891449052739376,0.5432667690732207,0.0,0.05734767025089606,0.09007164790174002
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_02_Track02_wav.midi,Claude Debussy,Late Romantic,0.5351315351315351,0.010319573901464714,0.9181091877496671,0.3000751989997723,0.0,0.5934065934065934,0.818523153942428,0.6366966366966367,0.053613053613053616,0.2723942723942724,0.0,0.05128205128205128,0.10153129161118508
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--4.midi,Claude Debussy,Late Romantic,0.501346499102334,0.2072678331090175,0.3144908030506954,0.3035431856991994,0.0,0.4519748653500898,0.8195615514333895,0.5103231597845601,0.042639138240574505,0.2639138240574506,0.0,0.11175942549371634,0.08748317631224764
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--5.midi,Claude Debussy,Late Romantic,0.46572995202193285,0.07845152449468996,0.3340184994861254,0.2840154892637694,0.0,0.4537354352296093,0.7529411764705882,0.5287868403015764,0.06477039067854695,0.30740233036326253,0.0,0.08567511994516792,0.09969167523124357
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_05_Track05_wav.midi,Claude Debussy,Late Romantic,0.4504088162104515,0.031627576403695803,0.998223169864961,0.38018918111506617,0.0,0.45431923213650904,0.7517241379310344,0.5311055812300035,0.03412726626377533,0.22147173835762532,0.0,0.07038748666903662,0.10838663823738451
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_10_Track10_wav.midi,Claude Debussy,Late Romantic,0.44610314075222957,0.08431866640821865,0.9970924597790269,0.37905847102913215,0.0,0.4240015509887553,0.807564698075647,0.478867778208608,0.04711128344319504,0.2064753780535091,0.0,0.07968204730515704,0.08742004264392324
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.midi,Claude Debussy,Late Romantic,0.44774273345701915,0.07873042044517725,0.9977328936521023,0.3796989049022075,0.0,0.41207998350855496,0.8155339805825242,0.47701504844361986,0.04349618635332921,0.17687074829931973,0.0,0.09317666460523603,0.08491343775762572
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--4.midi,Claude Debussy,Late Romantic,0.4268520439925296,0.05560165975103734,0.9964730290456432,0.3784390402957484,0.0,0.39987549284083834,0.8549422336328626,0.4573562979871343,0.047312720481427685,0.1927785847686242,0.0,0.07076156879020544,0.0941908713692946
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--3.midi,Claude Debussy,Late Romantic,0.44104627766599597,0.11466505733252867,0.9971836652584993,0.37914967650860454,0.0,0.4130784708249497,0.8298144593730007,0.4567404426559356,0.05130784708249497,0.19517102615694165,0.0,0.0903420523138833,0.08951921142627238
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--4.midi,Claude Debussy,Late Romantic,0.4442592206709731,0.08125,0.998125,0.38009101125010525,0.0,0.4121692019170661,0.811948404616429,0.4642633882058762,0.048343404876015836,0.19483225672015003,0.0,0.08022504688476766,0.08395833333333333
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--4.midi,Claude Debussy,Late Romantic,0.43492190628754507,0.10990990990990991,0.9975975975975976,0.3795636088477028,0.0,0.40568682418902685,0.842435655994978,0.4579495394473368,0.04645574689627553,0.19283139767721266,0.0,0.09171005206247497,0.08288288288288288
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--2.midi,Claude Debussy,Late Romantic,0.43543717429067746,0.14467592592592593,0.9982638888888888,0.38022990013899405,0.0,0.3595830920671685,0.8986975397973951,0.39837869137232196,0.03184713375796178,0.27330631152287205,0.0,0.09612044006948466,0.09780092592592593
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--3.midi,Claude Debussy,Late Romantic,0.5441845354126056,0.3173108151997402,0.03572588502760637,0.5823081037222885,0.0,0.4018843404808317,0.7354430379746836,0.3723196881091618,0.014944769330734242,0.15919428200129954,0.0,0.12897985705003248,0.08541734329327703
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--1.midi,Claude Debussy,Late Romantic,0.5264632627646326,0.06193588546529723,0.870525988173047,0.25249199942315226,0.0,0.5423412204234122,0.8335329341317366,0.6335616438356164,0.05759651307596513,0.27584059775840597,0.0,0.07565379825653798,0.0896358543417367
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--3.midi,Claude Debussy,Late Romantic,0.3957654723127036,0.37398373983739835,0.9008130081300812,0.28277901938018646,0.0,0.36156351791530944,0.788235294117647,0.41042345276872966,0.07003257328990228,0.2671009771986971,0.0,0.16938110749185667,0.08943089430894309
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--3.midi,Claude Debussy,Late Romantic,0.362118595279217,0.37744533947065595,0.5598388952819332,0.05819509346796159,0.0,0.3488773747841105,0.7331838565022422,0.3385146804835924,0.0535405872193437,0.2654001151410478,0.0,0.12204951065054692,0.0805523590333717
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--5.midi,Claude Debussy,Late Romantic,0.513980521520578,0.03925879396984925,0.9001256281407035,0.2820916393908087,0.0,0.5585925227772541,0.848314606741573,0.625196355639334,0.05780710021991831,0.2730128809299403,0.0,0.06157712849513038,0.09579145728643217
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_08_Track08_wav.midi,Claude Debussy,Late Romantic,0.4428997020854022,0.254590570719603,0.2838709677419355,0.3341630210079593,0.0,0.38927507447864945,0.8126801152737753,0.4716981132075472,0.041211519364448855,0.24627606752730885,0.0,0.11618669314796425,0.09032258064516129
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_09_Track09_wav.midi,Claude Debussy,Late Romantic,0.5001607200257152,0.08258354755784061,0.922879177377892,0.30484518862799725,0.0,0.5840565734490517,0.819047619047619,0.6303439408550305,0.05978784956605593,0.3137254901960784,0.0,0.07714561234329798,0.08258354755784061
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.midi,Claude Debussy,Late Romantic,0.4115586690017513,0.2458442694663167,0.937007874015748,0.31897388526585324,0.0,0.3327495621716287,0.7357859531772575,0.4238178633975482,0.05779334500875657,0.23380035026269702,0.0,0.12784588441331,0.08136482939632546
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--4.midi,Claude Debussy,Late Romantic,0.5561959654178674,0.13709677419354838,0.9959677419354839,0.3779337531855891,0.0,0.5417867435158501,0.8146551724137931,0.6115273775216138,0.03227665706051873,0.21844380403458213,0.0,0.0893371757925072,0.10080645161290322
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--3.midi,Claude Debussy,Late Romantic,0.34487021013597036,0.3057442865966646,0.576899320568252,0.0411346681816428,1.0,0.34857849196538937,0.7201946472019465,0.3541409147095179,0.05995055624227441,0.2558714462299135,0.0,0.08776266996291718,0.09450277949351452
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--3.midi,Domenico Scarlatti,Other,0.3926332288401254,0.22004698512137824,0.139389193422083,0.4786447953278118,0.0,0.4098746081504702,0.7666666666666667,0.43025078369905956,0.03213166144200627,0.27586206896551724,0.0,0.14655172413793102,0.09631949882537197
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--2.midi,Domenico Scarlatti,Other,0.32860262008733626,0.06324972737186478,0.7011995637949836,0.08316557504508881,0.0,0.32532751091703055,0.8353909465020576,0.3384279475982533,0.03820960698689956,0.24563318777292575,0.0,0.08842794759825327,0.09487459105779716
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--1.midi,Domenico Scarlatti,Other,0.39342948717948717,0.5604483586869495,0.8254603682946358,0.20742637954474097,0.0,0.4094551282051282,0.7647058823529411,0.43830128205128205,0.028044871794871796,0.33573717948717946,0.0,0.23237179487179488,0.09527622097678143
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--2.midi,Domenico Scarlatti,Other,0.3949447077409163,0.48738170347003157,0.8296529968454258,0.21161900809553102,0.0,0.3933649289099526,0.7440476190476191,0.40442338072669826,0.061611374407582936,0.2717219589257504,0.0,0.23696682464454977,0.11041009463722397
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_04_WAV.midi,Domenico Scarlatti,Other,0.35379464285714285,0.5666480758505298,0.9486893474623536,0.33065535871245877,0.0,0.39955357142857145,0.7648351648351648,0.4140625,0.04296875,0.31026785714285715,0.0,0.23828125,0.10206358059118795
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_01_WAV.midi,Domenico Scarlatti,Other,0.478,0.08591408591408592,0.002997002997002997,0.6150369857528918,0.0,0.444,0.696969696969697,0.516,0.031,0.29,0.0,0.13,0.10989010989010989
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--3.midi,Domenico Scarlatti,Other,0.4025236593059937,0.48360655737704916,0.23581336696090793,0.38222062178898686,0.0,0.3615141955835962,0.7775467775467776,0.3968454258675079,0.028391167192429023,0.2801261829652997,0.0,0.15709779179810726,0.09583858764186633
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--1.midi,Domenico Scarlatti,Other,0.3900237529691211,0.5645773979107312,0.1737891737891738,0.444244814960721,0.0,0.36009501187648457,0.7996987951807228,0.40190023752969123,0.04228028503562945,0.3007125890736342,0.0,0.2180522565320665,0.09069325735992402
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_02_WAV.midi,Domenico Scarlatti,Other,0.3987341772151899,0.4977416440831075,0.33785004516711836,0.28018394358277643,0.0,0.36256781193490056,0.7745664739884393,0.42857142857142855,0.039783001808318265,0.30289330922242313,0.0,0.2314647377938517,0.0975609756097561
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--1.midi,Domenico Scarlatti,Other,0.5177961969770843,0.2543859649122807,0.3723196881091618,0.24571430064073302,0.0,0.5772793759141882,0.7758620689655172,0.606045831301804,0.01803998049731838,0.2710872745002438,0.0,0.11750365675280351,0.0813840155945419
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_03_WAV.midi,Domenico Scarlatti,Other,0.5135884636716583,0.012749445676274944,0.9578713968957872,0.33983740814589236,0.0,0.4070992789794787,0.789010989010989,0.47254575707154745,0.03050471436494731,0.28452579034941766,0.0,0.05268996117581808,0.10033259423503325
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--2.midi,Domenico Scarlatti,Other,0.4116279069767442,0.26026336173508907,0.18357862122385749,0.4344553675260373,0.0,0.37286821705426354,0.7754491017964071,0.39147286821705424,0.027906976744186046,0.26744186046511625,0.0,0.1248062015503876,0.10147172734314484
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--1.midi,Domenico Scarlatti,Other,0.36853685368536854,0.1021978021978022,0.007692307692307693,0.6103416810575871,0.0,0.44554455445544555,0.7936507936507936,0.41694169416941695,0.0187018701870187,0.24642464246424642,0.0,0.10891089108910891,0.1021978021978022
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--1.midi,Domenico Scarlatti,Other,0.536376604850214,0.05987170349251604,0.026372059871703494,0.5916619288781912,0.0,0.5242510699001427,0.6788732394366197,0.543509272467903,0.029243937232524966,0.2788873038516405,0.0,0.11340941512125535,0.08695652173913043
data/raw/piano_midi/maestro-v3.0.0/2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_02_WAV.midi,Domenico Scarlatti,Other,0.4424620874219447,0.07177886758805171,0.637539010254124,0.01950502150422917,1.0,0.3800178412132025,0.7994186046511628,0.42462087421944694,0.0463871543264942,0.24933095450490633,0.0,0.07983942908117753,0.10164957646009808
